ön	/ön+Adj
ötelerine	/ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P3sg+Dat /ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P2sg+Dat /öte+Noun+A3pl+P3sg+Dat /öte+Noun+A3pl+P2sg+Dat /öte+Noun+A3pl+P3pl+Dat /öte+Noun+A3sg+P3pl+Dat /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3sg+Dat /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P2sg+Dat /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3pl+Dat /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+P3pl+Dat
ötelerine	/ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P3sg+Dat /ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P2sg+Dat /öte+Noun+A3pl+P3sg+Dat /öte+Noun+A3pl+P2sg+Dat /öte+Noun+A3pl+P3pl+Dat /öte+Noun+A3sg+P3pl+Dat /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3sg+Dat /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P2sg+Dat /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3pl+Dat /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+P3pl+Dat
ötelerine	/ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P3sg+Dat /ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P2sg+Dat /öte+Noun+A3pl+P3sg+Dat /öte+Noun+A3pl+P2sg+Dat /öte+Noun+A3pl+P3pl+Dat /öte+Noun+A3sg+P3pl+Dat /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3sg+Dat /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P2sg+Dat /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3pl+Dat /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+P3pl+Dat
ötelerine	/ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P3sg+Dat /ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P2sg+Dat /öte+Noun+A3pl+P3sg+Dat /öte+Noun+A3pl+P2sg+Dat /öte+Noun+A3pl+P3pl+Dat /öte+Noun+A3sg+P3pl+Dat /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3sg+Dat /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P2sg+Dat /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3pl+Dat /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+P3pl+Dat
öncelerde	/ön+Adj^DB+Adj+AsIf^DB+Noun+Zero+A3pl+Pnon+Loc /önce+Noun+A3pl+Pnon+Loc /önce+Postp+PCAbl^DB+Noun+Zero+A3pl+Pnon+Loc
üzereydiler	/üzere+Postp+PCNom^DB+Verb+Zero+Past+A3pl
yanana	/yan+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Dat /yana+Postp+PCAbl^DB+Noun+Zero+A3sg+P2sg+Dat
gibiyken	/gibi+Postp+PCNom^DB+Verb+Zero^DB+Adverb+While
ötesiyle	/öt+Verb+Pos^DB+Noun+FeelLike+A3sg+Pnon+Ins /öte+Noun+A3sg+P3sg+Ins /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+P3sg+Ins
ötelerinde	/ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P3sg+Loc /ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P2sg+Loc /öte+Noun+A3pl+P3sg+Loc /öte+Noun+A3pl+P2sg+Loc /öte+Noun+A3pl+P3pl+Loc /öte+Noun+A3sg+P3pl+Loc /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3sg+Loc /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P2sg+Loc /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3pl+Loc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+P3pl+Loc
ötelerinde	/ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P3sg+Loc /ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P2sg+Loc /öte+Noun+A3pl+P3sg+Loc /öte+Noun+A3pl+P2sg+Loc /öte+Noun+A3pl+P3pl+Loc /öte+Noun+A3sg+P3pl+Loc /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3sg+Loc /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P2sg+Loc /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3pl+Loc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+P3pl+Loc
ötelerinde	/ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P3sg+Loc /ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P2sg+Loc /öte+Noun+A3pl+P3sg+Loc /öte+Noun+A3pl+P2sg+Loc /öte+Noun+A3pl+P3pl+Loc /öte+Noun+A3sg+P3pl+Loc /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3sg+Loc /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P2sg+Loc /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3pl+Loc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+P3pl+Loc
ötelerinde	/ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P3sg+Loc /ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P2sg+Loc /öte+Noun+A3pl+P3sg+Loc /öte+Noun+A3pl+P2sg+Loc /öte+Noun+A3pl+P3pl+Loc /öte+Noun+A3sg+P3pl+Loc /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3sg+Loc /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P2sg+Loc /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3pl+Loc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+P3pl+Loc
öncelerinde	/ön+Adj^DB+Adj+AsIf^DB+Noun+Zero+A3pl+P3pl+Loc /ön+Adj^DB+Adj+AsIf^DB+Noun+Zero+A3pl+P3sg+Loc /ön+Adj^DB+Adj+AsIf^DB+Noun+Zero+A3pl+P2sg+Loc /ön+Adj^DB+Adj+AsIf^DB+Noun+Zero+A3sg+P3pl+Loc /önce+Noun+A3pl+P3sg+Loc /önce+Noun+A3pl+P2sg+Loc /önce+Noun+A3pl+P3pl+Loc /önce+Noun+A3sg+P3pl+Loc /önce+Postp+PCAbl^DB+Noun+Zero+A3pl+P3sg+Loc /önce+Postp+PCAbl^DB+Noun+Zero+A3pl+P2sg+Loc /önce+Postp+PCAbl^DB+Noun+Zero+A3pl+P3pl+Loc /önce+Postp+PCAbl^DB+Noun+Zero+A3sg+P3pl+Loc /öncele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P3sg+Loc /öncele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P2sg+Loc
öncelerinde	/ön+Adj^DB+Adj+AsIf^DB+Noun+Zero+A3pl+P3pl+Loc /ön+Adj^DB+Adj+AsIf^DB+Noun+Zero+A3pl+P3sg+Loc /ön+Adj^DB+Adj+AsIf^DB+Noun+Zero+A3pl+P2sg+Loc /ön+Adj^DB+Adj+AsIf^DB+Noun+Zero+A3sg+P3pl+Loc /önce+Noun+A3pl+P3sg+Loc /önce+Noun+A3pl+P2sg+Loc /önce+Noun+A3pl+P3pl+Loc /önce+Noun+A3sg+P3pl+Loc /önce+Postp+PCAbl^DB+Noun+Zero+A3pl+P3sg+Loc /önce+Postp+PCAbl^DB+Noun+Zero+A3pl+P2sg+Loc /önce+Postp+PCAbl^DB+Noun+Zero+A3pl+P3pl+Loc /önce+Postp+PCAbl^DB+Noun+Zero+A3sg+P3pl+Loc /öncele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P3sg+Loc /öncele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P2sg+Loc
öncelerinde	/ön+Adj^DB+Adj+AsIf^DB+Noun+Zero+A3pl+P3pl+Loc /ön+Adj^DB+Adj+AsIf^DB+Noun+Zero+A3pl+P3sg+Loc /ön+Adj^DB+Adj+AsIf^DB+Noun+Zero+A3pl+P2sg+Loc /ön+Adj^DB+Adj+AsIf^DB+Noun+Zero+A3sg+P3pl+Loc /önce+Noun+A3pl+P3sg+Loc /önce+Noun+A3pl+P2sg+Loc /önce+Noun+A3pl+P3pl+Loc /önce+Noun+A3sg+P3pl+Loc /önce+Postp+PCAbl^DB+Noun+Zero+A3pl+P3sg+Loc /önce+Postp+PCAbl^DB+Noun+Zero+A3pl+P2sg+Loc /önce+Postp+PCAbl^DB+Noun+Zero+A3pl+P3pl+Loc /önce+Postp+PCAbl^DB+Noun+Zero+A3sg+P3pl+Loc /öncele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P3sg+Loc /öncele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P2sg+Loc
öncelerinde	/ön+Adj^DB+Adj+AsIf^DB+Noun+Zero+A3pl+P3pl+Loc /ön+Adj^DB+Adj+AsIf^DB+Noun+Zero+A3pl+P3sg+Loc /ön+Adj^DB+Adj+AsIf^DB+Noun+Zero+A3pl+P2sg+Loc /ön+Adj^DB+Adj+AsIf^DB+Noun+Zero+A3sg+P3pl+Loc /önce+Noun+A3pl+P3sg+Loc /önce+Noun+A3pl+P2sg+Loc /önce+Noun+A3pl+P3pl+Loc /önce+Noun+A3sg+P3pl+Loc /önce+Postp+PCAbl^DB+Noun+Zero+A3pl+P3sg+Loc /önce+Postp+PCAbl^DB+Noun+Zero+A3pl+P2sg+Loc /önce+Postp+PCAbl^DB+Noun+Zero+A3pl+P3pl+Loc /önce+Postp+PCAbl^DB+Noun+Zero+A3sg+P3pl+Loc /öncele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P3sg+Loc /öncele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P2sg+Loc
gibisine	/gibi+Postp+PCNom^DB+Noun+Zero+A3sg+P3sg+Dat
beraberimizde	/beraber+Adj^DB+Noun+Zero+A3sg+P1pl+Loc /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P1pl+Loc
beraberliklere	/beraber+Adj^DB+Noun+Ness+A3pl+Pnon+Dat /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Noun+Ness+A3pl+Pnon+Dat
berikinin	/beri+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Gen /beri+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P2sg+Gen /beri+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Gen /beri+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P2sg+Gen
berikinin	/beri+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Gen /beri+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P2sg+Gen /beri+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Gen /beri+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P2sg+Gen
kadardan	/kadar+Noun+A3sg+Pnon+Abl /kadar+Postp+PCDat^DB+Noun+Zero+A3sg+Pnon+Abl
evveldir	/evvel+Noun+A3sg+Pnon+Nom^DB+Adverb+Since /evvel+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+Cop+A3sg /evvel+Postp+PCAbl^DB+Verb+Zero+Pres+Cop+A3sg /evvel+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adverb+Since /evvel+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+Cop+A3sg
evveldir	/evvel+Noun+A3sg+Pnon+Nom^DB+Adverb+Since /evvel+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+Cop+A3sg /evvel+Postp+PCAbl^DB+Verb+Zero+Pres+Cop+A3sg /evvel+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adverb+Since /evvel+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+Cop+A3sg
evveldir	/evvel+Noun+A3sg+Pnon+Nom^DB+Adverb+Since /evvel+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+Cop+A3sg /evvel+Postp+PCAbl^DB+Verb+Zero+Pres+Cop+A3sg /evvel+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adverb+Since /evvel+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+Cop+A3sg
çokluktan	/çok+Adj^DB+Noun+Ness+A3sg+Pnon+Abl /çok+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Abl
sonralar	/sonra+Noun+A3pl+Pnon+Nom /sonra+Postp+PCAbl^DB+Verb+Zero+Pres+A3pl /sonra+Postp+PCAbl^DB+Noun+Zero+A3pl+Pnon+Nom
sonralar	/sonra+Noun+A3pl+Pnon+Nom /sonra+Postp+PCAbl^DB+Verb+Zero+Pres+A3pl /sonra+Postp+PCAbl^DB+Noun+Zero+A3pl+Pnon+Nom
ile	/il+Noun+A3sg+Pnon+Dat /ile+Conj /ile+Postp+PCNom
evvele	/evvel+Noun+A3sg+Pnon+Dat /evvel+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Dat
beraberimde	/beraber+Adj^DB+Noun+Zero+A3sg+P1sg+Loc /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P1sg+Loc
aitiz	/ait+Postp+PCDat^DB+Verb+Zero+Pres+A1pl
beraberdirler	/beraber+Adj^DB+Verb+Zero+Pres+Cop+A3pl /beraber+Postp+PCIns^DB+Verb+Zero+Pres+Cop+A3pl
kalanla	/kal+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Ins /kala+Noun+A3sg+P2sg+Ins /kala+Postp+PCNom^DB+Noun+Zero+A3sg+P2sg+Ins /kalan+Noun+A3sg+Pnon+Ins
üzerene	/üzere+Postp+PCNom^DB+Noun+Zero+A3sg+P2sg+Dat
kalaya	/kala+Noun+A3sg+Pnon+Dat /kala+Postp+PCNom^DB+Noun+Zero+A3sg+Pnon+Dat /kalay+Noun+A3sg+Pnon+Dat
diyesin	/diye+Postp+PCNom^DB+Verb+Zero+Pres+A2sg /de+Verb+Pos+Opt+A2sg /de+Verb+Pos^DB+Noun+FeelLike+A3sg+P2sg+Nom
berisi	/beri+Noun^DB+Adj+Almost /beri+Noun+A3sg+P3sg+Nom /beri+Postp+PCAbl^DB+Noun+Zero^DB+Adj+Almost /beri+Postp+PCAbl^DB+Noun+Zero+A3sg+P3sg+Nom
berisi	/beri+Noun^DB+Adj+Almost /beri+Noun+A3sg+P3sg+Nom /beri+Postp+PCAbl^DB+Noun+Zero^DB+Adj+Almost /beri+Postp+PCAbl^DB+Noun+Zero+A3sg+P3sg+Nom
gibiydin	/gibi+Postp+PCNom^DB+Verb+Zero+Past+A2sg
berisinden	/beri+Noun+A3sg+P3sg+Abl /beri+Postp+PCAbl^DB+Noun+Zero+A3sg+P3sg+Abl
beraberliklerde	/beraber+Adj^DB+Noun+Ness+A3pl+Pnon+Loc /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Noun+Ness+A3pl+Pnon+Loc
ötemde	/öte+Noun+A3sg+P1sg+Loc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+P1sg+Loc
sonrakilerde	/sonra+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Loc /sonra+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Loc
berabersiniz	/beraber+Adj^DB+Adj+JustLike^DB+Noun+Zero+A3sg+P2pl+Nom /beraber+Adj^DB+Verb+Zero+Pres+A2pl /beraber+Postp+PCIns^DB+Verb+Zero+Pres+A2pl
ötekisine	/öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3sg+Dat /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3sg+Dat
ötekilerini	/öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Acc /öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Acc /öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Acc /öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P2sg+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P2sg+Acc
ötekilerini	/öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Acc /öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Acc /öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Acc /öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P2sg+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P2sg+Acc
ötekilerini	/öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Acc /öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Acc /öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Acc /öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P2sg+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P2sg+Acc
ötekilerini	/öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Acc /öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Acc /öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Acc /öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P2sg+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3pl+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3pl+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P3sg+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+P2sg+Acc
göresiniz	/gör+Verb+Pos+Opt+A2pl /gör+Verb+Pos^DB+Noun+FeelLike+A3sg+P2pl+Nom /göre+Postp+PCDat^DB+Verb+Zero+Pres+A2pl
ötekisinin	/öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3sg+Gen /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P3sg+Gen
evvelinin	/evvel+Noun+A3sg+P3sg+Gen /evvel+Noun+A3sg+P2sg+Gen /evvel+Postp+PCAbl^DB+Noun+Zero+A3sg+P3sg+Gen /evvel+Postp+PCAbl^DB+Noun+Zero+A3sg+P2sg+Gen
evvelinin	/evvel+Noun+A3sg+P3sg+Gen /evvel+Noun+A3sg+P2sg+Gen /evvel+Postp+PCAbl^DB+Noun+Zero+A3sg+P3sg+Gen /evvel+Postp+PCAbl^DB+Noun+Zero+A3sg+P2sg+Gen
kalandan	/kal+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Abl /kala+Noun+A3sg+P2sg+Abl /kala+Postp+PCNom^DB+Noun+Zero+A3sg+P2sg+Abl /kalan+Noun+A3sg+Pnon+Abl
kadarkinden	/kadar+Postp+PCDat^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Abl /kadar+Postp+PCDat^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P2sg+Abl
kadarkinden	/kadar+Postp+PCDat^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Abl /kadar+Postp+PCDat^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3sg+P2sg+Abl
evveldi	/evvel+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg /evvel+Postp+PCAbl^DB+Verb+Zero+Past+A3sg /evvel+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
evveldi	/evvel+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg /evvel+Postp+PCAbl^DB+Verb+Zero+Past+A3sg /evvel+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Verb+Zero+Past+A3sg
öteleri	/ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P3sg+Nom /öte+Noun+A3pl+P3sg+Nom /öte+Noun+A3pl+Pnon+Acc /öte+Noun+A3pl+P3pl+Nom /öte+Noun+A3sg+P3pl+Nom /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3sg+Nom /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+Pnon+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3pl+Nom /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+P3pl+Nom
öteleri	/ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P3sg+Nom /öte+Noun+A3pl+P3sg+Nom /öte+Noun+A3pl+Pnon+Acc /öte+Noun+A3pl+P3pl+Nom /öte+Noun+A3sg+P3pl+Nom /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3sg+Nom /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+Pnon+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3pl+Nom /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+P3pl+Nom
öteleri	/ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P3sg+Nom /öte+Noun+A3pl+P3sg+Nom /öte+Noun+A3pl+Pnon+Acc /öte+Noun+A3pl+P3pl+Nom /öte+Noun+A3sg+P3pl+Nom /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3sg+Nom /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+Pnon+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3pl+Nom /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+P3pl+Nom
öteleri	/ötele+Verb+Pos+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P3sg+Nom /öte+Noun+A3pl+P3sg+Nom /öte+Noun+A3pl+Pnon+Acc /öte+Noun+A3pl+P3pl+Nom /öte+Noun+A3sg+P3pl+Nom /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3sg+Nom /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+Pnon+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3pl+P3pl+Nom /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+P3pl+Nom
ötekilerde	/öte+Noun+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Loc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Loc
fazlam	/fazla+Adj^DB+Noun+Zero+A3sg+P1sg+Nom /fazla+Postp+PCAbl^DB+Noun+Zero+A3sg+P1sg+Nom
çoktular	/çok+Adj^DB+Verb+Zero+Past+A3pl /çok+Postp+PCAbl^DB+Verb+Zero+Past+A3pl
öteyi	/öte+Noun+A3sg+Pnon+Acc /öte+Postp+PCAbl^DB+Noun+Zero+A3sg+Pnon+Acc
berabersin	/beraber+Adj^DB+Adj+JustLike^DB+Noun+Zero+A3sg+P2sg+Nom /beraber+Adj^DB+Verb+Zero+Pres+A2sg /beraber+Postp+PCIns^DB+Verb+Zero+Pres+A2sg
beraberine	/beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Dat /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Dat /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Dat /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P2sg+Dat
beraberine	/beraber+Adj^DB+Noun+Zero+A3sg+P3sg+Dat /beraber+Adj^DB+Noun+Zero+A3sg+P2sg+Dat /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P3sg+Dat /beraber+Postp+PCIns^DB+Noun+Zero+A3sg+P2sg+Dat
